Question,Answer
من هو المولود الأول في الإسلام؟, عبد الله بن عمر بن الخطاب
ما المهنة التي عمل بها الرسول صلى الله عليه وسلم؟, مهنة التجارة والرعي
من هو أول نبي نزل إلى الأرض؟, سيدنا آدم
ما هو دعاء سيدنا يونس عليه السلام وهو في بطن الحوت؟," ""لا إله إلا أنت سبحانك إني كنت من الظالمين"""
ما هي السورة التي تعرف بقلب القرآن؟, سورة يس
من النبي الذي كان يسمى بشرى؟, ذا الكفل عليه السلام
في أي سنة هجرية شرع الله -سبحانه وتعالى- صيام شهر رمضان على المسلمين؟, السنة الثانية للهجرة
من هو الصحابي الذي اهتز عرش الرحمن لموته؟, سعد بن معاذ
ما اسم زوجة فرعون؟, آسيا
ما اسم زوجة فرعون؟, آسيا
لمن أرسل النبي هود؟, عاد
لمن أرسل النبي هود؟, عاد
لمن أرسل النبي هود؟, عاد
ما هو أكبر رقم في القرآن الكريم؟, مائة ألف
في أي يوم خُلق سيدنا آدم عليه السلام؟, يوم الجمعة
كم عدد السجدات في القرآن الكريم؟, 15 سجدة
ما هي المدة التي نام فيها أهل الكهف؟, 309 سنة
ما هي المدة التي نام فيها أهل الكهف؟, 309 سنة
ماذا يقصد بالشرك الأصغر؟, الرياء
من هو النبي الذي لقب بالصديق؟, يوسف عليه السلام
من هو النبي الذي لقب بالصديق؟, يوسف عليه السلام
كم عدد الأشهر الحرم؟, أربعة أشهر
كم عدد الأشهر الحرم؟, أربعة أشهر
من هو النبي الذي كانت تسبح معه الملائكة؟, أيوب عليه السلام
ماهي الآيات العشر التي تعصم من قرأها من المسيح الدجال؟, أوائل سورة الكهف
ما اسم ناقة الرسول صلى الله عليه وسلم؟, القصواء
ماهي السورة التي تبدأ بالحرف المتقطع (ن)؟, سورة القلم
من أسماء ملائكة العذاب التي ذكرت في سورة العلق؟, الزبانية
كم عدد السور التي ابتدأت بالحروف المقطعة (الر)؟, خمس سور
ماهي السورة التي لا يوجد بها بسملة؟, التوبة
ما هي أرض مهد الأديان السماوية التي أقسم الله عليها؟, فلسطين
كم بوابة للجنة؟, ثمانية أبواب
قوم أي من الأنبياء كانوا يعبدون الأيكة؟, شعيب عليه السلام
قوم أي من الأنبياء كانوا يعبدون الأيكة؟, شعيب عليه السلام
الملك الموكل بالنفخ في البوق هو؟, اسرافيل
في أي سنة كانت غزوة الخندق؟, السنة الخامسة للهجرة
كم عدد الأنبياء الذين ذكروا في القرآن الكريم؟, 25 نبيا
كم شخص اشترك في قتل ناقة النبي صالح عليه السلام؟, تسعة
من هو مؤلف كتاب الطب النبوي؟, ابن قيم الجوزية
في أي غزوة استشهد الصحابي عبدالله بن رواحة؟, غزوة مؤتة
كم عدد التكبيرات في الركعة الأولى في صلاة العيد؟, سبع تكبيرات
من الصحابي الذي اشترى بئر رومة في المدينة من اليهودي ووهبه للمسلمين؟, عثمان بن عفان
أي عم للرسول صلى الله عليه وسلم مات شهيدا؟, حمزة بن عبدالمطلب
ماهي السورة التي ذكر فيه اسم مسجدين؟, الإسراء
السورة التي بدأت بلفظ (سورة)؟, سورة النور
قال تعالى في سورة الواقعة الآية (28): (في سدر مخضود)، مامعنى مخضود؟, لا شوك فيه
من هي آخر من توفى من زوجات الرسول صلى الله عليه وسلم؟, أم سلمة رضي الله عنها
بماذا كان يكنى الرسول صلى الله عليه وسلم؟, أبو القاسم
من هي النصرانية التي أسلمت ثم تزوجها النبي صلى الله عليه وسلم؟, ماريا القبطية
ما أول سورة نزلت في مكة؟, العلق
من هو النبي الذي لقب بذي النون؟, يونس عليه السلام
كم سورة من سور القرآن الكريم بدأت بحروف مقطعة؟, 29 سورة
كم عدد الملائكة الذين قاتلوا مع الرسول صلى الله عليه وسلم والمسلمين في بدر؟, خمسة آلاف ملك
من هو الذي خسف الله به الأرض؟, قارون
من أول من أكرم الضيف وأضافه؟, ابراهيم عليه السلام
كم سورة من سور القرآن تبدأ بالاستفهام؟, 6 سور
من هو أول من بايع أبا بكر الصديق رضي الله عنه من الأنصار يوم السقيفة؟, بشير بن سعد الأنصاري
ما هي كنية سعد بن أبي وقاص؟, أبا إسحاق
كم عدد بنات الرسول صلى الله عليه وسلم؟, أربعة
ما هي السورة الخالية من البسملة؟, سورة التوبة
كم مرة يدفع المسلمون الزكاة؟, سنويا
كم مرة يدفع المسلمون الزكاة؟, سنويا
من هو آخر الأنبياء وخاتمهم؟, النبي محمد عليه الصلاة والسلام
متى فُرِض الصيام على المسلمين؟, في العام الثاني من الهجرة
ما هي أطول سورة في القرآن؟, سورة البقرة
كم عدد السور المدنية في القرآن الكريم؟, 28 سورة
ما هي معجزة سيدنا صالح عليه السلام؟, الناقة
ما هي مهنة سيّدنا محمد ﷺ قبل بعثته؟, الرعي والتجارة
كم عدد الأشهر الحُرُم؟, أربعة أشهر
من هو أوَّل من أسلم من الرِّجال في الإسلام؟, أبو بكر الصدِّيق رضِي الله عنه
بماذا لقب سيدنا لُقمان؟, الحكيم
من أول من نادى بالحج إلى بيت الله الحرام؟, إبراهيم عليه السلام
كم كان عمر الرسول عندما نزل عليه الوحي؟, أربعين سنة
ما هي آخر غزوة شارك فيها الرسول صلى الله عليه وسلم؟, غزوة تبوك
ما هي السورة التي ذكر ضمن اياتها بسم الله الرحمن الرحيم؟, سورة النمل
من هي الصحابية الجليلة الملقبة بذات النطاقين؟, أسماء بنت أبي بكر
ما هي زوجة أحد الرسل التي تسمى “والهة”؟, امرأة لوط
أين يوجد البيت المعمور؟, في السماء
أين يوجد البيت المعمور؟, في السماء
ما الصلاة التي يركع المصلي ويسجد فيها أربع مرات؟, صلاة الخسوف والكسوف
ما الصلاة التي يركع المصلي ويسجد فيها أربع مرات؟, صلاة الخسوف والكسوف
من هو الصحابي الجليل الذي اهتز عرش رب العالمين عند وفاته؟, سعد بن معاذ
ما أول عملة شاع استخدامها في الدولة الإسلامية؟, الدينار
ماهي السورة التي كانت السبب في إسلام سيدنا عمر بن الخطاب – رضي الله عنه – ؟, سورة طه
ما هو الدعاء الذي وصى به الرسول صلى الله عليه وسلم في ليلة القدر؟," ""اللهم إنك عفو تحب العفو فاعفو عنا"""
من هو الصحابي الذي كانت تستحي منه الملائكة؟, عثمان بن عفان رضي الله عنه
كم عدد السور القرآنية التي بدأت بثلاث حروف؟, 13 سورة
ما هي السورة التي يُطلق عليها ” جميع بنات حواء”؟, سورة النساء
من هو آخر صحابي توفي من الصحابة؟, أنس بن مالك
من هو أول صحابي حيا الرسول صلى الله عليه وسلم بتحية الإسلام؟, أبو ذر الغفاري
من هو أول من ركب الخيل؟, إسماعيل عليه السلام
كم سورة من سور القرآن الكريم تبدأ بالإستفهام؟, ست سور
بماذا تسمى سورة الكهف؟, الحائلة
ما حكم قراءة القرآن بأحكام التجويد؟, واجبة
ما السورة التي عرفت باسم سورة العبادة؟, سورة الكافرون
كم مرة ذكرت الشمس في القرآن الكريم؟, 32 مرة
ماهو أول رقم ذكر في القران الكريم؟, سبع
متى شرع الآذان؟, 1 هـ
ما أول سورة قرأها عمر بن الخطاب رضي الله عنه؟, سورة طه
ما الحيوان البحري الذي ذكر في سورة الصافات؟, الحوت
كم نبي ذكر في سورة الأنبياء؟, 16
( المصدود ) لفظ يطلق على؟, من منع من الحج
في أي عام حدثت غزوة الخندق الشهيرة؟, 5 هـ
من أول من لحق بالنبي محمد – صلى الله عليه وسلم – عقب وفاته من ذويه؟, فاطمة
نبي من انبياء الله – عز وجل – ، كان يطلق عليه ( بشرى ) فمن هو؟, ذا الكفل عليه السلام
ماذا كانت عائشة رضي الله عنها بالنسبة إلى الرسول محمد صلى الله عليه وسلم؟, زوجته
ماذا كانت عائشة رضي الله عنها بالنسبة إلى الرسول محمد صلى الله عليه وسلم؟, زوجته
من هو أول من قام بتصنيف تفسير خاص بالقرآن العظيم بواسطة الإسناد؟, مالك بن أنس
أي أداة من الأدوات الآتية قام قابيل بقتل أخيه هابيل بواسطتها؟, فك الحمار
كم مرة تم ذكر لفظ ( الجنة ) في آيات القرآن الكريم؟, 66 مرة
من الفاتح الإسلامي الذي لقب بـ: ( فاتح الصين )؟, قتيبة بن مسلم
أين عاش زكريا عليه السلام؟, في فلسطين
من صاحب هذا الدعاء: (رب اشرح لي صدري (25) ويسر لي أمري)، (طه، 25و26)؟, موسى عليه السلام
هل تجب صلاة الجمعة على المسافر؟, لا
ما نصيب الزوجة إن مات زوجها ولم يكن لها ولد؟, الربع
كم أخا كان ليوسف عليه السلام؟, 11 أخا
ما أول سورة في المصحف ذكر فيها نبي الله صالح؟, سورة الأعراف
من أول نبي ذكرت قصته في القرآن الكريم؟, آدم عليه السلام
من هو قائد أول غزوة بعد موت الرسول صلى الله عليه وسلم؟, أسامة بن زيد
في أي سورة وردت قصة قارون؟, سورة القصص
"كم مرة تكررت الآية: ""فبأي آلاء ربكما تكذبان""؟", 31 مرة
"كم مرة تكررت الآية: ""فبأي آلاء ربكما تكذبان""؟", 31 مرة
من الصحابي الذي دافع عن النبي صلى الله عليه وسلم في معركة أحد حتى شلت يمينه؟, طلحة بن عبيد الله
من الصحابي الذي دافع عن النبي صلى الله عليه وسلم في معركة أحد حتى شلت يمينه؟, طلحة بن عبيد الله
ما هي السورة التي كانت سببا في إسلام عمر بن الخطاب رضي الله عنه؟, سورة طه
ماذا تعني النفاثات في العقد؟, النساء الساحرات
ماذا تعني النفاثات في العقد؟, النساء الساحرات
من هو ترجمان القرآن وحبر الأمة؟, عبدالله بن عباس
"ما هي السورة التي تنتهي بقوله تعالى: ""واعبد ربك حتى يأتيك اليقين""؟", سورة الحجر
ما هي السورة التي تقع بين سورتي يوسف وابراهيم؟, سورة الرعد
أين يوجد جامع الزيتون؟, في تونس
من هو جندب من جنادة؟, أبو ذر الغفاري
في أي من السور التالية تقع أقصر آية؟, سورة الرحمن
من هو الصحابي الملقب بسيد الفوارس؟, أبو موسى الأشعري
من هو الصحابي الملقب بسيد الفوارس؟, أبو موسى الأشعري
ما اسم أول غزوة للمسلمين ضد اليهود؟, غزوة بني القينقاع
ما اسم أول غزوة للمسلمين ضد اليهود؟, غزوة بني القينقاع
ما الإسم الذي يطلق على الذين آمنوا بعيسى عليه السلام؟, الحواريون
ما هو مقدار زكاة الثمار والزرع في حالة الري دون كلفة؟, العشر
ما هو مقدار زكاة الثمار والزرع في حالة الري دون كلفة؟, العشر
ما هو مقدار زكاة الثمار والزرع في حالة الري دون كلفة؟, العشر
ما هي السورة التي تبدأ ب (المر)؟, سورة الرعد
ما هي عدة المرأة الغير حامل؟, 4 أشهر و 10 أيام
من أي أبواب الجنة يدخل الصائمون يوم القيامة؟, الريان
من أي أبواب الجنة يدخل الصائمون يوم القيامة؟, الريان
ما هي السورة التي عدد آياتها 206؟, الأعراف
ما هي السورة التي عدد آياتها 206؟, الأعراف
كم عدد السور التي تبدأ ب(حم)؟, 7 سور
من هن الأيامى؟, لا أزواج لهن
من هن الأيامى؟, لا أزواج لهن
أين يوجد جامع الزيتون؟, تونس
في أي من السور التالية تقع أقصر آية؟, الرحمن
من هو أول من حصل على لقب سيد الشهداء؟, حمزة بن عبدالمطلب
من هو أول من حصل على لقب سيد الشهداء؟, حمزة بن عبدالمطلب
من هو الصحابي الذي أجهز على أبي جهل يوم بدر؟, عبدالله بن مسعود
ما هي السورة التي ورد لفظ الجلالة (الله) في كل آية من آياتها؟, سورة المجادلة
ما هي السورة التي تسمى براءة؟, التوبة
ما هي الصلاة التي يركع فيها المصلي أربع ركعات ويسجد أربع مرات؟, الخسوف والكسوف
ما الاسم الذي يطلق على الذين آمنوا بعيسى عليه السلام؟, الحواريون
ما هي السورة التي تبدأ ب(المر)؟, سورة الرعد
ما هي عدة الأرملة غير الحامل؟, 4 أشهر و 10 أيام
كم عدد السور التي بدأت ب(الحمدلله)؟, 5 سور
ما هي السورة التي يطلق عليها قلب القرآن؟, سورة يس
كم عدد السور التي تبدأ ب(حم)؟, 7
ما هي السورة التي يوجد بها بسملتين؟, سورة النمل
ما السورة التي ابتدأت باسم ثمرتين؟, التين
ما هو عدد حملة العرش في القرآن الكريم؟, 8
في أي سورة ذكرت قصة هابيل وقابيل؟, سورة المائدة
لمن أرسل النبي صالح؟, ثمود
كم عدد السور في القرآن الكريم؟, 114 سورة
ما هي السورة التي وردت فيها سجدتين في القرآن الكريم؟, سورة الحج
من الذي عدلت شهادته شهادة الرجلين؟, خزيمة بن ثابت
ما هي السورة التي تعدل ربع القرآن؟, سورة الكافرون
من هو الملقب بذي النورين؟, عثمان بن عفان
كم عدة المرأة المطلقة؟, 3 أشهر
ما اسم خازن الجنة؟, رضوان
ما اسم خازن الجنة؟, رضوان
متى كانت غزوة بدر الأولى؟, 2 هـ
من هو الصحابي الذي لقب بأمين هذه الأمة؟, أبو عبيدة الجراح
من هو الصحابي الذي سماه الرسول صلى الله عليه وسلم بغسيل الملائكة؟, حنطلة بن أبي عامر
من هو الصحابي الجليل الملقب بأبو المساكين؟, جعفر بن أبي طالب
ما هي السورة التي يطلق عليها عروس القرآن؟, الرحمن
من هو حواري الرسول صلى الله عليه وسلم؟, الزبير بن العوام
من قاتل عمر بن الخطاب؟, أبو لؤلؤة المجوسي
من هو الصحابي الذي لقب بشبيه الملائكة؟, عمران بن الحصين
ما هي السورة التي لا تحتوي على حرف الميم؟, سورة الكوثر
من آخر نساء النبي صلى الله عليه وسلم موتا؟, أم سلمة
"من هي المقصودة بقوله تعالى: ""قد سمع الله قول التي تجادلك في زوجها""؟", خولة بنت ثعلبة
من هو الصحابي الذي سيبعث وحيدا؟, أبو ذر الغفاري
كم عدد السور التي أسمها على أسماء الأنبياء؟, 6 سور
ما اسم طعام المأتم الذي يقدم عند الوفاة؟, الوضيمة
ما اسم طعام المأتم الذي يقدم عند الوفاة؟, الوضيمة
في أي سورة ورد اسم القيامة (الصاخة)؟, سورة عبس
من هو ترجمان القرآن؟, عبدالله بن عباس
من هو أول فدائي في الإسلام؟, علي بن أبي طالب
أول من أسلم من الصحابة من الرجال؟, أبو بكر الصديق
من هو جندب بن جنادة؟, أبو ذر الغفاري
من هو الصحابي الملقب بداهية العرب؟, عمرو بن العاص
من هو الذي كانت تستحي منه الملائكة؟, عثمان بن عفان
من هو أمين الرسول صلى الله عليه وسلم؟, حذيفة بن اليمان
أين رست سفينة نوح بعد الطوفان؟, جبل الجودي
الشهر الخامس في التقويم الهجري؟, جمادى الأول
الشهر الخامس في التقويم الهجري؟, جمادى الأول
من هو الصحابي الذي افتداه الرسول صلى الله عليه وسلم بأبيه وأمه؟, سعد بن أبي وقاص
ما اسم الفتى الذي كان يصاحب موسى عليه السلام في رحلته مع الخضر؟, يوشع بن نون
ما هي المعركة التي كانت سببا في تعجيل المسلمين بجمع القرآن؟, معركة اليمامة
من هو الصحابي الذي أوتي مزمارا من مزامير داوود عليه السلام؟, أبو موسى الأشعري
من هو الصحابي الذي أوتي مزمارا من مزامير داوود عليه السلام؟, أبو موسى الأشعري
في أي غزوة استشهد الصحابي جعفر بن أبي طالب؟, غزوة مؤتة
في أي غزوة استشهد الصحابي جعفر بن أبي طالب؟, غزوة مؤتة
أول من أنشأ جهاز شرطة في الإسلام؟, عثمان بن عفان
من القوم الذين أهلكهم الله بالطاغية؟, قوم ثمود
أين ورد قوله تعالى (واتقوا يوما ترجعون فيه إلى الله ثم توفى كل نفس ما كسبت وهم لا يظلمون)؟, سورة البقرة
قال رسول الله صلى الله عليه وسلم: (من صلى البردين دخل الجنة) ما هما البردين؟, الفجر والعصر
ما أول معركة وقعت بين المسلمين والروم؟, أجنادين
من هو قائد المسلمين في معركة عين جالوت؟, سيف الدين قطز
في أي سنة هجرية كانت غزوة أحد؟, 3 هـ
قال تعالى في سورة الغاشية ((14) و نمارق مصفوفة) ما المقصود بالنمارق؟, الوسائد
ذكر الله تعالى في سورة المدثر كلمة (سقر) فماذا تعني؟, اسم من أسماء جهنم
كم مرة ذكر سيدنا موسى عليه السلام في القرآن الكريم؟, 136 مرة
من قائل هذا الدعاء (رب بما أنعمت علي فلن أكون ظهيرا للمجرمين)؟, موسى عليه السلام
من السبع الموبقات؟, قذف المحصنات المؤمنات الغافلات
في أي سورة وردت هذه الآية الكريمة (ويسألونك عن الجبال فقل ينسفها ربي نسفا* فيذرها قاعا صفصفا)؟, سورة طه
من هو النبي الذي دعى ربه أن يهبه غلاما زكيا؟, زكريا عليه السلام
قال تعالى في سورة ص (وشددنا ملكه وآتيناه الحكمة وفصل الخطاب(20)) من المقصود بالآية الكريمة؟, داوود عليه السلام
احدى هذه السور تبدأ بالحروف المقطعة (الم)؟, البقرة
في أي سورة وردت قصة طالوت؟, سورة البقرة
من هو النبي الذي أمره الله بأن يأخذ الكتاب بقوة؟, يحيى عليه السلام
قال تعالى في سورة هود (وأخذت الذين ظلموا فأصبحوا في ديارهم جاثمين) من هم القوم الذين أهلكهم الله في هذه الآية؟, قوم مدين
قال تعالى (كذبت قبلهم قوم نوح فكذبوا عبدنا وقالوا مجنون وازدجر) في أي سورة وردت هذه الآية؟, سورة القمر
قال تعالى (كذبت قبلهم قوم نوح فكذبوا عبدنا وقالوا مجنون وازدجر) في أي سورة وردت هذه الآية؟, سورة القمر
قال تعالى في سورة الواقعة (في سدر مخضود) ما معنى مخضود؟, لا شوك فيه
كيف أهلك قوم هود؟, ريح صرصر عاتية
متى وقعت غزوة الخندق؟, 5 هـ
متى وقعت غزوة الخندق؟, 5 هـ
من هي النصرانية التي أسلمت ثم تزوجها الرسول صلى الله عليه وسلم؟, ماريا القبطية
من أول من أمر بجمع القرآن الكريم؟, أبو بكر الصديق
كم سنة دامت خلافة علي بن أبي طالب كرم الله وجهه؟, 6 سنوات
من الصحابة العشر المبشرين بالجنة؟, سعيد بن زيد بن عمرو بن نفيل
من هو النبي الذي علم منطق الطير؟, سليمان عليه السلام
من هو النبي الذي قبضت روحه في السماء؟, ادريس عليه السلام
من هو النبي الذي قبضت روحه في السماء؟, ادريس عليه السلام
من هو النبي الذي قبضت روحه في السماء؟, ادريس عليه السلام
احدى أمهات المؤمنين رضي الله عنهن تلقب بأم المساكين فمن هي؟, زينب بنت خزيمة الهلالية
احدى أمهات المؤمنين رضي الله عنهن تلقب بأم المساكين فمن هي؟, زينب بنت خزيمة الهلالية
كم عدد أخوة النبي يوسف عليه السلام؟, 11
إلى كم جزء ينقسم القرآن الكريم؟, ثلاثون جزءا
"ما هي السورة التي تبدأ بقوله تعالى: ""يا أيها النبي اتق الله ولا تطع الكافرين والمنافقين إن الله كان عليما حكيما""؟", سورة الأحزاب
ما هي السورة التي كانت سببا في إسلام عمر بن الخطاب رضي الله عنه؟, طه
ما هي أعظم سورة في القرآن الكريم؟, سورة الفاتحة
"ما هي السورة التي تنتهي بقوله تعالى ""واعبد ربك حتى يأتيك اليقين""؟", سورة الحجر
ما هي السورة التي تقع بين سورتي يوسف وابراهيم؟, الرعد
ما هي السورة التي تعدل ثلث القرآن؟, سورة الإخلاص
كم عدد السجدات في القرآن الكريم؟, 15
كم عدد أيام الحج؟, ستة أيام
كم عدد أيام الحج؟, ستة أيام
ماذا يطلق على يوم النحر في القرآن الكريم؟, يوم الحج الأكبر
في أي يوم من أيام الحج يوم عرفة العظيم؟, التاسع من ذي الحجة
هل الحج من أركان الإسلام؟, نعم
يعتبر الحج من أركان؟, الإسلام
ماهو حكم الحج في الإسلام؟, فرض على من استطاع
كم مرة يطوف الحاج حول الكعبة؟, سبع مرات
في أي شهر يحج المسلمون؟, شهر ذي الحجة
يجب على المسلم الوقوف في..؟, عرفات
في أي عام ميلادي توفي النبي محمد صلى الله عليه وسلم؟, 632 م
ما هو أضعف البيوت كما ذكر في القرآن الكريم؟, بيت العنكبوت
قال تعالى في سورة القلم: (فأصبحت كالصريم (20)) ما المقصود بالصريم؟, الليل الأسود
متى احتفل المسلمون بعيد الفطر؟, 2 هـ
في أي يوم خلق آدم عليه السلام؟, يوم الجمعة
من هي الملقبة بذات النطاقين؟, أسماء بنت أبي بكر
ما اسم الذبيحة التي تذبح عن المولود وهي سنة مؤكدة؟, العقيقة
قال تعالى: (والذاريات ذروا) ما المقصود بالذاريات؟, الرياح
من هو خطيب الرسول صلى الله عليه وسلم؟, ثابت بن قيس
من هو خطيب الرسول صلى الله عليه وسلم؟, ثابت بن قيس
قال تعالى: (كأنهم حمر مستنفرة(50) فرت من قسورة) ما معنى قسورة؟, أسد
نوع من أنواع الربا يقوم على التفاضل في الجنس الواحد ماذا يسمى؟, ربا الفضل
نوع من أنواع الربا يقوم على التفاضل في الجنس الواحد ماذا يسمى؟, ربا الفضل
من قائل هذا الدعاء: (رب بما أنعمت علي فلن أكون ظهيرا للمجرمين)؟, موسى عليه السلام
ما هي السورة التي ورد فيها ذكر الذباب؟, الحج
من آخر من توفى من الصحابة؟, أبو الطفيل عامر بن وائلة
من هو النبي الذي كفل مريم العذراء؟, زكريا عليه السلام
ما هو اسم أبو جهل؟, عمرو بن هشام
ما هو اسم أبو جهل؟, عمرو بن هشام
ما هو أول مسجد في الإسلام؟, مسجد قباء
من هو الصحابي الملقب بترجمان القرآن؟, عبدالله بن عباس
ما هي السورة التي تقع في نصف القرآن؟, سورة الكهف
من هي أم اسحاق عليه السلام؟, سارة
ما اسم الطعام الذي يقدم للإحتفال بالزواج؟, الوليمة
من معجزات الرسول محمد صلى الله عليه وسلم؟, انشقاق القمر
ما هي السورة التي لا تحوي حرف الميم؟, سورة الكوثر
من هو النبي الذي ارسل الى قوم ثمود؟, صالح
الصحراء الذي أقام فيها موسى مع قومه بعد أن أنجاهم الله من فرعون؟, صحراء سيناء
من هم القوم الذي أرسل لهم الله الناقة؟, قوم ثمود
كم عدة المرأة المتوفي زوجها؟, أربع أشهر وعشرة أيام
ما اسم والدة النبي صلى الله عليه وسلم؟, آمنة بنت وهب
كم كانت مدة الدعوة سرا؟, 3 سنوات
ما هي الصلاة التي يركع فيها المصلي أربع مرات ويسجد أربع مرات؟, صلاة الخسوف والكسوف
في أي سورة وردت هذه الآية الكريمة (فقلت استغفروا ربكم إنه كان غفارا (10) يرسل السماء عليكم مدرارا (11))؟, سورة نوح
اسم المعركة التي انتصر فيها جيش المسلمين على المغول؟, معركة عين جالوت
اسم المعركة التي انتصر فيها جيش المسلمين على المغول؟, معركة عين جالوت
اسم المعركة التي انتصر فيها جيش المسلمين على المغول؟, معركة عين جالوت
من هو النبي الذي سخر له الجبال تسبح معه؟, داوود عليه السلام
كم عدد المواضع التي اقسم الله بنفسه في القرآن الكريم؟, 7 مواضع
من هي مرضعة الرسول صلى الله عليه وسلم؟, حليمة السعدية
من هو الصحابي الذي اشترى بئر رومة في المدينة من اليهودي ووهبه للمسلمين؟, عثمان بن عفان
كم عدد الغزوات التي قاتل فيها الرسول صلى الله عليه وسلم؟, 9 غزوات
كم عدد الغزوات التي قاتل فيها الرسول صلى الله عليه وسلم؟, 9 غزوات
من هو النبي الذي آتاه الله العلم والحكمة وسخر له الجبال والطير يسبحن معه؟, داوود عليه السلام
من هو النبي الذي آتاه الله العلم والحكمة وسخر له الجبال والطير يسبحن معه؟, داوود عليه السلام
كم عدد أبواب النار؟, 7 أبواب
كم سنة دامت خلافة أبو بكر الصديق رضي الله عنه؟, سنتان
كم سنة دامت خلافة أبو بكر الصديق رضي الله عنه؟, سنتان
من السبع الموبقات؟, الشرك بالله
قال رسول الله صلى الله عليه وسلم: (هذا خالي فليرني امرِ خاله) فمن هو الصحابي الذي يقصده؟, سعد بن أبي وقاص
ما هي آخر سورة نزلت في القرآن الكريم؟, النصر
كم دامت خلافة عثمان بن عفان رضي الله عنك؟, 12 سنة
في أي سنة شرع شهر رمضان المبارك؟, 2 هـ
ما هي الغزوة التي أسرت فيها الشيماء شقيقة الرسول صلى الله عليه وسلم في الرضاعة؟, غزوة حنين
كم عدد أبناء الرسول صلى الله عليه وسلم؟, سبعة أبناء
من أول من أسلم من الأنصار؟, جابر بن عبد الله
في أي سنة للهجرة توفي الرسول صلى الله عليه وسلم؟, 11 هـ
من السبع الموبقات؟, أكل الربا
متى لقب أبو بكر بالصديق؟, في حادثة الإسراء والمعراج
من مؤلف كتاب الجامع الصحيح؟, الإمام البخاري
ما اسم الزوجة الرابعة بالترتيب التي تزوجها النبي صلى الله عليه وسلم؟, حفصة بنت عمر
من هو الصحابي الملقب بذي النورين؟, عثمان بن عفان
قال تعالى في سورة الذاريات (فالجاريات يسرا) المقصود بالجاريات في الآية هو؟, السفن
من هي المرأة التي نذرت ما في بطنها محررا؟, امرأة عمران
قال تعالى في سورة القلم (فأصبحت كالصريم (20)) ما المقصود بالصريم؟, الليل الأسود
ما اسم الآية التي تنتهي آياتها بحرف السين؟, الناس
إلى أي قوم أرسل نبي الله شعيب عليه السلام؟, قوم مدين
في أي سورة وردت الآية (يا أيها الناس اتقوا ربكم إن زلزلة الساعة شيء عظيم)؟, سورة الحج
ما هي السورة التي تقع البسملة في وسطها؟, سورة النمل
"كم مرة ورد لفظ ""بسم"" في القرآن الكريم؟", 7 مرات
"ما معنى ""القطر"" في قوله تعالى (وأسلنا له عين القطر)؟", النحاس
ما هو اللون الذي كانت تكسى به الكعبة قبل اللون الأسود؟, الأخضر
المسجد الأقصى هو ثاني مسجد وضع في الأرض بعد المسجد الحرام بمدة قدرها؟, 40 سنة
متى فتح المسلمون مكة المكرمة؟, 8 هـ
من الذي شيد قبة الصخرة المشرفة في القدس؟, عبدالملك بن مروان
من هو الملقب بأسد الله الغالب؟, علي بن أبي طالب
من هو النبي الذي يقتل المسيح الدجال؟, عيسى عليه السلام
من أول من لبس السروال؟, ابراهيم عليه السلام
من أول من صنف تفسير القرآن الكريم بالإسناد؟, مالك بن أنس
من أول من قاتل بالسيف؟, ابراهيم عليه السلام
ما أول هدية الى الرسول صلى الله عليه وسلم بالمدينة؟, قطعة خبز وسمن ولبن
من هو الكافر الذي اعتبر رأس الكفر وفرعون الأمة؟, أبو جهل
قال رسول الله صلى عليه وسلم (هذا خالي فليرني امرؤ خاله) فمن هو الصحابي الذي يقصده؟, سعد بن أبي وقاص
من أسماء الخيل التي ذكرت في القرآن الكريم ما هي؟, العاديات
ما هي نسبة الزكاة من المال الفائض بلغ النصاب؟, 2.5 بالمئة
ما المقصود بقوله تعالى (من ذا الذي يقرض الله قرضا حسنا؟, الصدقة
ما هي السورة التي بدأت وانتهت بالتسبيح؟, سورة الحشر
أي من الأسماء التالي هو من أسماء الملائكة المذكور في القرآن الكريم؟, الزاجرات
في أي شهر يوافق يوم عاشوراء؟, شهر محرم
من أول مرضعة للرسول صلى الله عليه وسلم؟, ثويبة الأسلمية
من السبع الموبقات؟, التولي يوم الزحف
في أي عام وقعت غزوة بني النضير؟, 5 هـ
قال تعالى (كأنهم حمر مستنفرة (50) فرت من قسورة) مامعنى قسورة؟, أسد
ما اسم الصحابي الجليل أبو هريرة؟, عبدالرحمن بن صخر الدوسي
من هو مؤذن الرسول صلى الله عليه وسلم؟, بلال بن رباح
قال تعالى في سورة القمر (فنادوا صاحبهم فتعاطى فعقر) من هم القوم الذين تحدثن عنهم الآية؟, قوم ثمود
في أي سنة كان صلح الحديبية؟, 6 هـ
ما السور التي ختمت باسم وقت من أوقات الصلاة؟, سورة القدر
ما اسم أم النبي اسماعيل عليه السلام؟, هاجر
من هو النبي الذي أقسم بحياته في القرآن الكريم؟, محمد صلى الله عليه وسلم
من هو أول داعية إسلامي؟, مصعب بن عمير
قائد المسلمين في معركة عين جالوت؟, سيف الدين قطز
من قائل لولا أن الموت أتاني لجعلت كل الدول الأوروبية إسلامية هو؟, صلاح الدين الأيوبي
من هو الخليفة الراشدي الذي قاد حروب الدرة؟, أبو بكر الصديق
ما هي الدولة التي حكمت العالم الإسلامي بعد مرحلة الخلافة الراشدية؟, الدولة الأموية
كم كان عدد المشركين في غزوة بدر؟, 950
